Fecha,Producto,País,Ventas
2023-08-09,Producto 2,País 1,1143
2023-09-14,Producto 1,País 2,5917
2023-11-19,Producto 2,País 1,7738
2023-08-20,Producto 3,País 2,5032
2023-03-03,Producto 1,País 1,2346
2023-09-16,Producto 2,País 1,9259
2023-10-17,Producto 3,País 1,5199
2023-07-20,Producto 1,País 1,5377
2023-05-16,Producto 2,País 2,9211
2023-01-24,Producto 3,País 3,2387
2023-01-28,Producto 3,País 2,3369
2023-07-26,Producto 2,País 1,3514
2023-03-22,Producto 1,País 1,6836
2023-10-02,Producto 1,País 3,2621
2023-06-10,Producto 1,País 2,5486
2023-10-02,Producto 3,País 1,4321
2023-12-01,Producto 1,País 3,7821
2023-11-28,Producto 3,País 3,8578
2023-05-11,Producto 1,País 2,8388
2023-01-19,Producto 3,País 1,1058
2023-10-11,Producto 2,País 2,1300
2023-01-17,Producto 3,País 3,2503
2023-12-01,Producto 1,País 2,7069
2023-03-23,Producto 1,País 3,6738
2023-12-01,Producto 3,País 1,1480
2023-07-03,Producto 2,País 2,5202
2023-09-02,Producto 3,País 1,9358
2023-09-17,Producto 1,País 1,6496
2023-12-21,Producto 3,País 1,8473
2023-11-23,Producto 3,País 3,7959
2023-09-03,Producto 3,País 3,4211
2023-02-13,Producto 1,País 1,9336
2023-11-19,Producto 2,País 2,2387
2023-10-07,Producto 2,País 3,167
2023-04-20,Producto 1,País 2,8031
2023-09-18,Producto 2,País 2,8035
2023-01-06,Producto 3,País 2,3156
2023-11-22,Producto 3,País 2,6978
2023-09-23,Producto 1,País 2,9628
2023-11-09,Producto 3,País 1,2783
2023-12-23,Producto 3,País 1,8702
2023-09-09,Producto 3,País 2,6079
2023-02-22,Producto 3,País 1,4953
2023-06-13,Producto 1,País 1,6117
2023-02-04,Producto 3,País 2,4147
2023-01-11,Producto 2,País 2,5055
2023-09-17,Producto 2,País 2,3884
2023-05-28,Producto 3,País 1,4761
2023-09-07,Producto 3,País 1,7926
2023-07-20,Producto 2,País 1,7105
2023-06-09,Producto 1,País 1,1457
2023-07-03,Producto 1,País 3,8236
2023-11-13,Producto 3,País 1,9932
2023-06-16,Producto 2,País 3,6789
2023-12-14,Producto 2,País 1,393
2023-08-12,Producto 3,País 2,2397
2023-03-22,Producto 2,País 2,206
2023-06-02,Producto 1,País 1,267
2023-05-14,Producto 2,País 2,2925
2023-04-06,Producto 2,País 2,5774
2023-04-27,Producto 2,País 1,8246
2023-12-12,Producto 1,País 3,6715
2023-04-14,Producto 2,País 2,558
2023-10-07,Producto 1,País 3,8388
2023-02-17,Producto 2,País 2,7620
2023-04-23,Producto 1,País 2,3245
2023-03-19,Producto 1,País 1,1711
2023-08-26,Producto 3,País 2,914
2023-11-24,Producto 3,País 3,2862
2023-07-10,Producto 2,País 2,4866
2023-06-22,Producto 2,País 2,7637
2023-11-07,Producto 1,País 2,3437
2023-10-16,Producto 3,País 2,7536
2023-04-13,Producto 1,País 2,6934
2023-12-25,Producto 3,País 2,8442
2023-02-01,Producto 1,País 1,973
2023-08-01,Producto 1,País 2,8175
2023-01-19,Producto 1,País 1,3283
2023-06-10,Producto 2,País 2,5923
2023-06-01,Producto 2,País 2,5448
2023-02-02,Producto 1,País 3,3699
2023-03-03,Producto 2,País 3,4896
2023-05-09,Producto 1,País 3,1662
2023-08-22,Producto 3,País 1,9315
2023-07-21,Producto 3,País 3,1936
2023-02-10,Producto 1,País 2,9429
2023-05-28,Producto 3,País 3,8684
2023-09-26,Producto 1,País 2,3157
2023-05-09,Producto 1,País 1,4290
2023-06-08,Producto 3,País 1,9747
2023-08-28,Producto 1,País 3,6819
2023-11-26,Producto 2,País 2,4645
2023-09-07,Producto 3,País 1,8964
2023-10-15,Producto 3,País 2,161
2023-10-18,Producto 3,País 1,5330
2023-02-21,Producto 2,País 1,9902
2023-01-22,Producto 2,País 1,686
2023-08-12,Producto 3,País 1,7283
2023-04-05,Producto 3,País 3,9876
2023-05-17,Producto 2,País 3,1038
2023-07-14,Producto 3,País 1,539
2023-02-08,Producto 3,País 3,4125
2023-03-17,Producto 1,País 2,6621
2023-12-27,Producto 3,País 2,5349
2023-03-27,Producto 2,País 1,1771
2023-08-23,Producto 1,País 3,2427
2023-10-14,Producto 2,País 3,9870
2023-12-02,Producto 2,País 2,2948
2023-09-22,Producto 1,País 1,9804
2023-04-03,Producto 1,País 3,4156
2023-07-23,Producto 3,País 2,9720
2023-02-06,Producto 3,País 2,5204
2023-01-05,Producto 3,País 3,294
2023-03-25,Producto 2,País 2,8271
2023-12-13,Producto 3,País 1,4901
2023-03-21,Producto 1,País 1,8893
2023-06-06,Producto 2,País 2,7933
2023-09-18,Producto 2,País 2,4300
2023-02-27,Producto 3,País 1,7894
2023-03-23,Producto 1,País 2,3328
2023-03-15,Producto 2,País 3,5387
2023-02-15,Producto 1,País 3,6266
2023-05-21,Producto 3,País 1,9766
2023-11-13,Producto 1,País 1,9459
2023-05-24,Producto 1,País 1,5758
2023-05-03,Producto 2,País 1,2085
2023-10-12,Producto 3,País 3,2800
2023-02-08,Producto 2,País 3,2103
2023-07-16,Producto 3,País 3,3902
2023-12-03,Producto 1,País 1,7965
2023-05-23,Producto 3,País 2,8361
2023-11-16,Producto 1,País 3,7688
2023-02-19,Producto 1,País 2,7373
2023-04-04,Producto 3,País 1,5439
2023-01-09,Producto 3,País 2,8353
2023-10-25,Producto 1,País 1,1561
2023-10-04,Producto 2,País 3,9072
2023-04-25,Producto 1,País 3,9145
2023-09-09,Producto 3,País 1,5702
2023-01-16,Producto 3,País 3,4751
2023-06-27,Producto 2,País 2,7997
2023-05-12,Producto 1,País 2,3499
2023-11-28,Producto 2,País 2,9847
2023-06-16,Producto 1,País 1,7587
2023-07-13,Producto 1,País 3,3363
2023-02-23,Producto 2,País 1,2331
2023-02-11,Producto 1,País 3,9746
2023-02-18,Producto 1,País 1,5076
2023-09-16,Producto 2,País 1,469
2023-12-19,Producto 2,País 3,8240
2023-02-04,Producto 2,País 1,1636
2023-08-24,Producto 2,País 3,5346
2023-02-01,Producto 3,País 1,1886
2023-07-18,Producto 1,País 1,4775
2023-03-11,Producto 2,País 2,8443
2023-11-02,Producto 3,País 3,7377
2023-12-02,Producto 2,País 3,2312
2023-03-27,Producto 1,País 3,602
2023-06-20,Producto 3,País 2,9453
2023-04-07,Producto 2,País 1,3579
2023-04-25,Producto 3,País 3,1352
2023-12-24,Producto 2,País 2,3484
2023-01-12,Producto 2,País 3,2227
2023-11-05,Producto 2,País 1,1667
2023-10-06,Producto 3,País 1,7244
2023-08-01,Producto 2,País 3,4523
2023-03-15,Producto 2,País 2,1418
2023-09-08,Producto 2,País 3,4403
2023-01-05,Producto 2,País 2,8984
2023-07-18,Producto 2,País 2,4463
2023-10-22,Producto 3,País 2,4986
2023-10-26,Producto 1,País 3,3445
2023-09-04,Producto 3,País 1,6207
2023-12-04,Producto 3,País 2,2992
2023-09-27,Producto 2,País 2,1485
2023-07-22,Producto 3,País 3,857
2023-01-06,Producto 1,País 3,5029
2023-01-03,Producto 3,País 2,3859
2023-09-11,Producto 2,País 1,369
2023-10-04,Producto 3,País 3,1780
2023-03-15,Producto 1,País 2,7188
2023-01-09,Producto 1,País 2,3370
2023-08-28,Producto 3,País 2,2266
2023-06-08,Producto 3,País 1,4266
2023-12-18,Producto 1,País 3,9052
2023-06-28,Producto 3,País 1,731
2023-11-10,Producto 2,País 3,2023
2023-05-15,Producto 3,País 1,362
2023-02-25,Producto 2,País 2,4590
2023-06-06,Producto 2,País 2,7743
2023-04-03,Producto 2,País 2,8328
2023-06-18,Producto 1,País 1,8855
2023-11-12,Producto 1,País 3,2792
2023-08-04,Producto 1,País 1,8614
2023-06-05,Producto 3,País 1,5892
2023-05-27,Producto 2,País 2,886
2023-10-03,Producto 2,País 2,7677
2023-06-10,Producto 1,País 3,7751
2023-04-02,Producto 3,País 3,9772
2023-06-15,Producto 1,País 3,9390
2023-12-11,Producto 3,País 1,210
2023-11-16,Producto 2,País 2,8112
2023-02-01,Producto 2,País 2,4202
2023-10-12,Producto 3,País 1,4130
2023-02-22,Producto 1,País 1,4284
2023-11-02,Producto 2,País 2,5850
2023-06-11,Producto 2,País 3,2411
2023-07-24,Producto 3,País 1,9156
2023-02-22,Producto 2,País 3,5224
2023-12-09,Producto 2,País 3,4260
2023-12-08,Producto 3,País 3,9996
2023-06-03,Producto 1,País 1,2453
2023-02-02,Producto 1,País 2,6608
2023-11-20,Producto 2,País 2,6811
2023-02-19,Producto 2,País 3,6294
2023-07-15,Producto 1,País 3,7135
2023-10-01,Producto 2,País 3,9330
2023-12-25,Producto 3,País 2,3353
2023-07-22,Producto 3,País 3,7723
2023-07-13,Producto 3,País 3,5062
2023-01-17,Producto 3,País 2,5552
2023-04-04,Producto 3,País 3,937
2023-12-23,Producto 1,País 3,3815
2023-12-11,Producto 3,País 3,9543
2023-12-11,Producto 1,País 2,4085
2023-03-09,Producto 1,País 3,9491
2023-04-03,Producto 1,País 2,1570
2023-08-16,Producto 3,País 2,2647
2023-11-19,Producto 2,País 3,4597
2023-09-03,Producto 2,País 1,6059
2023-07-16,Producto 3,País 3,7141
2023-03-27,Producto 1,País 2,7919
2023-09-14,Producto 2,País 2,4599
2023-07-11,Producto 2,País 1,8736
2023-09-02,Producto 1,País 2,2984
2023-10-27,Producto 3,País 2,5621
2023-10-13,Producto 3,País 1,6536
2023-10-19,Producto 3,País 2,837
2023-04-12,Producto 1,País 3,1384
2023-10-20,Producto 2,País 1,1324
2023-12-24,Producto 1,País 3,7189
2023-08-09,Producto 3,País 1,5194
2023-07-20,Producto 3,País 2,7809
2023-08-15,Producto 2,País 2,9915
2023-03-12,Producto 3,País 2,6087
2023-11-19,Producto 3,País 3,8230
2023-01-09,Producto 1,País 2,5933
2023-04-10,Producto 2,País 1,7517
2023-01-12,Producto 1,País 1,8575
2023-04-11,Producto 2,País 2,992
2023-07-24,Producto 2,País 3,6539
2023-06-07,Producto 3,País 3,5594
2023-10-06,Producto 1,País 1,7973
2023-01-02,Producto 2,País 2,1835
2023-03-04,Producto 2,País 1,3598
2023-12-24,Producto 1,País 1,1557
2023-04-12,Producto 1,País 3,7895
2023-01-16,Producto 1,País 3,9417
2023-08-25,Producto 1,País 1,9852
2023-02-20,Producto 1,País 1,5149
2023-08-22,Producto 3,País 1,7736
2023-12-05,Producto 3,País 2,7561
2023-09-03,Producto 2,País 1,3598
2023-07-13,Producto 3,País 1,3518
2023-07-21,Producto 2,País 2,4644
2023-01-19,Producto 3,País 1,9438
2023-07-14,Producto 3,País 2,6955
2023-09-25,Producto 3,País 1,8982
2023-02-15,Producto 3,País 2,2126
2023-04-03,Producto 2,País 1,9843
2023-08-09,Producto 3,País 3,5713
2023-07-18,Producto 1,País 3,8948
2023-09-15,Producto 3,País 1,7212
2023-06-18,Producto 1,País 3,1080
2023-06-01,Producto 2,País 3,8149
2023-09-22,Producto 1,País 3,4931
2023-10-22,Producto 3,País 1,2979
2023-05-11,Producto 2,País 1,9461
2023-03-25,Producto 1,País 2,4336
2023-05-19,Producto 3,País 1,3264
2023-08-18,Producto 1,País 1,2761
2023-04-18,Producto 1,País 3,3004
2023-04-28,Producto 1,País 2,955
2023-04-17,Producto 2,País 1,2237
2023-06-20,Producto 2,País 1,6955
2023-11-11,Producto 3,País 3,7267
2023-02-16,Producto 2,País 3,3546
2023-07-24,Producto 1,País 3,633
2023-06-28,Producto 2,País 2,8132
2023-10-05,Producto 2,País 3,2036
2023-10-24,Producto 1,País 3,4802
2023-05-16,Producto 3,País 2,5294
2023-06-04,Producto 3,País 1,5172
2023-01-21,Producto 2,País 1,4538
2023-11-21,Producto 3,País 2,1777
2023-08-26,Producto 3,País 1,5239
2023-08-11,Producto 3,País 2,4163
2023-06-17,Producto 2,País 2,8852
2023-05-07,Producto 3,País 1,6969
2023-10-21,Producto 2,País 1,2379
2023-05-26,Producto 2,País 3,6506
2023-03-07,Producto 1,País 1,6246
2023-05-13,Producto 3,País 2,9661
2023-12-15,Producto 2,País 3,9638
2023-09-13,Producto 3,País 2,8535
2023-02-09,Producto 1,País 2,7803
2023-06-01,Producto 1,País 3,1471
2023-02-12,Producto 1,País 2,2367
2023-02-02,Producto 2,País 3,8010
2023-02-11,Producto 2,País 2,6008
2023-09-17,Producto 1,País 3,7386
2023-10-18,Producto 1,País 3,8318
2023-01-22,Producto 1,País 3,5718
2023-12-16,Producto 1,País 1,6752
2023-05-17,Producto 3,País 3,5371
2023-02-17,Producto 2,País 3,646
2023-11-02,Producto 3,País 1,9281
2023-10-18,Producto 3,País 2,4739
2023-04-03,Producto 2,País 1,8443
2023-06-16,Producto 1,País 3,6798
2023-02-26,Producto 2,País 2,4452
2023-06-09,Producto 2,País 3,2858
2023-11-06,Producto 2,País 3,8439
2023-11-12,Producto 3,País 2,512
2023-07-12,Producto 2,País 2,5615
2023-03-06,Producto 3,País 3,7604
2023-05-04,Producto 3,País 2,2555
2023-10-03,Producto 1,País 1,542
2023-07-11,Producto 3,País 1,4299
2023-08-21,Producto 3,País 2,440
2023-10-15,Producto 2,País 3,2771
2023-03-15,Producto 2,País 2,5866
2023-10-12,Producto 2,País 2,6666
2023-09-10,Producto 3,País 3,4895
2023-07-26,Producto 3,País 3,810
2023-07-21,Producto 2,País 3,835
2023-03-20,Producto 3,País 2,6438
2023-06-27,Producto 2,País 2,8911
2023-07-22,Producto 2,País 2,4276
2023-03-11,Producto 2,País 3,2672
2023-06-06,Producto 3,País 3,7634
2023-02-07,Producto 2,País 1,8286
2023-04-09,Producto 1,País 2,5460
2023-07-09,Producto 2,País 1,8756
2023-12-27,Producto 3,País 2,6081
2023-08-12,Producto 3,País 3,731
2023-08-24,Producto 2,País 3,1274
2023-08-02,Producto 2,País 3,4234
2023-11-09,Producto 3,País 1,6072
2023-02-07,Producto 2,País 3,5074
2023-01-23,Producto 1,País 1,8251
2023-02-04,Producto 1,País 3,1915
2023-03-09,Producto 1,País 3,6298
2023-07-27,Producto 1,País 1,3569
2023-06-23,Producto 3,País 3,8337
2023-04-23,Producto 1,País 1,1778
2023-08-13,Producto 3,País 1,6583
2023-09-05,Producto 1,País 2,8679
2023-11-10,Producto 1,País 3,7279
2023-12-06,Producto 1,País 1,6930
2023-12-10,Producto 3,País 2,9223
2023-10-28,Producto 3,País 3,134
2023-08-06,Producto 1,País 3,8762
2023-07-07,Producto 2,País 2,1708
2023-10-03,Producto 2,País 1,9882
2023-07-23,Producto 2,País 3,1663
2023-10-27,Producto 3,País 1,9768
2023-07-16,Producto 1,País 2,9363
2023-01-07,Producto 3,País 2,7447
2023-08-08,Producto 2,País 3,2705
2023-05-28,Producto 3,País 1,6309
2023-07-28,Producto 2,País 1,6356
2023-10-17,Producto 2,País 1,1052
2023-05-08,Producto 1,País 2,8971
2023-04-07,Producto 2,País 1,1867
2023-08-10,Producto 2,País 2,8497
2023-11-04,Producto 1,País 1,5131
2023-01-05,Producto 3,País 3,6873
2023-01-05,Producto 2,País 1,7586
2023-02-17,Producto 1,País 2,9517
2023-12-13,Producto 2,País 3,2032
2023-03-18,Producto 3,País 3,3546
2023-07-24,Producto 1,País 3,9596
2023-02-15,Producto 1,País 3,1581
2023-04-17,Producto 2,País 1,5228
2023-09-11,Producto 2,País 3,1194
2023-04-01,Producto 1,País 3,246
2023-11-25,Producto 1,País 2,8657
2023-09-08,Producto 3,País 1,9646
2023-11-24,Producto 3,País 2,394
2023-03-09,Producto 2,País 1,9218
2023-01-01,Producto 3,País 1,1933
2023-10-14,Producto 3,País 3,5644
2023-08-15,Producto 3,País 1,7917
2023-11-07,Producto 2,País 1,2851
2023-10-07,Producto 1,País 3,4834
2023-07-09,Producto 1,País 3,1347
2023-08-15,Producto 3,País 2,5196
2023-08-18,Producto 3,País 1,6836
2023-11-11,Producto 1,País 1,9276
2023-10-15,Producto 1,País 2,2710
2023-07-07,Producto 3,País 1,8135
2023-03-03,Producto 2,País 3,7735
2023-04-22,Producto 3,País 1,4607
2023-04-22,Producto 1,País 1,3679
2023-12-24,Producto 2,País 1,8234
2023-11-08,Producto 3,País 2,1314
2023-10-02,Producto 2,País 2,4145
2023-06-07,Producto 3,País 1,5049
2023-10-12,Producto 2,País 3,9585
2023-04-05,Producto 3,País 1,9914
2023-11-03,Producto 2,País 3,2041
2023-12-05,Producto 3,País 2,7036
2023-10-08,Producto 3,País 2,4512
2023-08-23,Producto 1,País 1,9629
2023-06-03,Producto 1,País 2,1589
2023-10-24,Producto 1,País 1,5340
2023-10-17,Producto 1,País 1,4559
2023-08-18,Producto 1,País 3,4409
2023-03-03,Producto 3,País 2,9696
2023-02-28,Producto 1,País 3,2907
2023-07-23,Producto 2,País 3,382
2023-06-07,Producto 1,País 2,3027
2023-12-21,Producto 1,País 1,9794
2023-01-11,Producto 2,País 1,8147
2023-05-23,Producto 2,País 3,1278
2023-09-25,Producto 2,País 3,8201
2023-09-21,Producto 1,País 1,9778
2023-11-11,Producto 2,País 3,2174
2023-06-15,Producto 1,País 3,6429
2023-04-06,Producto 2,País 3,2053
2023-12-24,Producto 1,País 1,2806
2023-06-10,Producto 2,País 1,5223
2023-11-01,Producto 2,País 3,3336
2023-07-09,Producto 2,País 3,7702
2023-11-06,Producto 1,País 3,9937
2023-09-10,Producto 1,País 3,4806
2023-07-17,Producto 1,País 2,6778
2023-02-15,Producto 1,País 3,3505
2023-09-05,Producto 2,País 2,879
2023-02-21,Producto 1,País 3,7393
2023-11-22,Producto 3,País 1,6130
2023-01-21,Producto 3,País 1,4266
2023-12-08,Producto 1,País 1,3940
2023-12-28,Producto 3,País 3,2516
2023-12-17,Producto 2,País 1,1560
2023-02-10,Producto 2,País 1,8102
2023-06-07,Producto 2,País 1,8575
2023-06-03,Producto 3,País 2,4263
2023-12-27,Producto 2,País 3,2466
2023-06-06,Producto 3,País 3,3934
2023-05-06,Producto 1,País 3,3961
2023-06-11,Producto 3,País 2,5775
2023-05-19,Producto 1,País 2,6358
2023-07-07,Producto 3,País 2,1238
2023-10-10,Producto 2,País 1,9778
2023-05-08,Producto 2,País 3,633
2023-06-13,Producto 2,País 2,4847
2023-11-18,Producto 1,País 3,4677
2023-08-12,Producto 2,País 2,4015
2023-11-17,Producto 2,País 1,296
2023-01-12,Producto 3,País 2,482
2023-04-23,Producto 3,País 2,7464
2023-09-06,Producto 1,País 1,3841
2023-01-26,Producto 3,País 3,2923
2023-01-12,Producto 2,País 2,7959
2023-08-27,Producto 1,País 2,3764
2023-02-02,Producto 1,País 1,6260
2023-12-03,Producto 2,País 2,780
2023-02-18,Producto 1,País 1,3898
2023-05-06,Producto 1,País 1,2771
2023-09-11,Producto 3,País 3,1064
2023-04-24,Producto 3,País 3,3221
2023-12-10,Producto 2,País 1,1576
2023-12-13,Producto 1,País 2,4029
2023-02-02,Producto 3,País 1,7293
2023-10-03,Producto 3,País 2,1291
2023-03-04,Producto 2,País 3,1444
2023-11-24,Producto 3,País 3,2020
2023-09-16,Producto 1,País 1,8085
2023-08-10,Producto 2,País 1,8981
2023-02-04,Producto 2,País 3,736
2023-09-15,Producto 2,País 3,4216
2023-06-09,Producto 1,País 3,705
2023-12-15,Producto 2,País 2,1555
2023-07-17,Producto 2,País 2,4180
2023-10-20,Producto 2,País 3,4961
2023-09-10,Producto 2,País 3,4925
2023-12-09,Producto 2,País 2,2456
2023-02-28,Producto 3,País 1,2107
2023-11-03,Producto 3,País 2,5351
2023-03-21,Producto 3,País 3,5400
2023-03-05,Producto 1,País 2,3675
2023-11-16,Producto 3,País 3,2546
2023-02-27,Producto 1,País 3,834
2023-06-20,Producto 1,País 2,5213
2023-06-27,Producto 1,País 1,4782
2023-12-07,Producto 2,País 1,9350
2023-09-02,Producto 1,País 3,2647
2023-11-22,Producto 1,País 2,4383
2023-04-01,Producto 3,País 3,5169
2023-08-14,Producto 1,País 3,9190
2023-10-22,Producto 2,País 1,2216
2023-04-01,Producto 3,País 1,4202
2023-03-07,Producto 2,País 3,1194
2023-05-18,Producto 1,País 3,3128
2023-09-19,Producto 3,País 3,2219
2023-02-18,Producto 3,País 1,1059
2023-07-11,Producto 3,País 3,6498
2023-12-23,Producto 2,País 1,7153
2023-10-24,Producto 3,País 3,6496
2023-08-27,Producto 1,País 2,5111
2023-02-27,Producto 3,País 1,8305
2023-11-12,Producto 3,País 1,5007
2023-08-23,Producto 3,País 1,370
2023-01-17,Producto 3,País 1,2847
2023-06-04,Producto 2,País 1,1142
2023-09-06,Producto 2,País 1,9086
2023-12-18,Producto 2,País 3,8072
2023-08-23,Producto 3,País 2,8320
2023-09-10,Producto 2,País 2,4081
2023-02-17,Producto 2,País 2,3234
2023-07-05,Producto 2,País 1,8640
2023-10-28,Producto 2,País 3,3759
2023-08-21,Producto 3,País 2,3743
2023-12-03,Producto 3,País 3,3394
2023-02-25,Producto 2,País 1,7439
2023-06-09,Producto 3,País 1,3929
2023-07-22,Producto 1,País 1,7132
2023-01-07,Producto 3,País 3,3971
2023-02-09,Producto 1,País 1,710
2023-08-14,Producto 2,País 1,7040
2023-10-03,Producto 3,País 3,8321
2023-03-18,Producto 1,País 1,2155
2023-01-17,Producto 3,País 2,4707
2023-12-02,Producto 1,País 3,5471
2023-10-21,Producto 1,País 1,1294
2023-05-20,Producto 3,País 1,770
2023-12-08,Producto 1,País 1,310
2023-02-18,Producto 2,País 3,4611
2023-04-04,Producto 1,País 2,6050
2023-02-04,Producto 1,País 1,336
2023-05-26,Producto 3,País 2,155
2023-06-24,Producto 2,País 1,4918
2023-01-07,Producto 3,País 2,872
2023-10-18,Producto 2,País 3,3937
2023-05-01,Producto 1,País 3,8671
2023-06-18,Producto 3,País 1,125
2023-03-12,Producto 2,País 2,9765
2023-08-27,Producto 1,País 2,3777
2023-01-17,Producto 2,País 3,9209
2023-03-18,Producto 3,País 1,852
2023-07-06,Producto 2,País 3,4480
2023-12-02,Producto 1,País 2,552
2023-10-20,Producto 2,País 1,2553
2023-10-23,Producto 1,País 1,401
2023-02-07,Producto 2,País 2,4862
2023-11-12,Producto 3,País 2,2015
2023-11-19,Producto 2,País 1,6095
2023-06-04,Producto 3,País 3,2757
2023-09-19,Producto 3,País 1,9349
2023-01-08,Producto 1,País 3,507
2023-11-12,Producto 1,País 3,3525
2023-08-25,Producto 1,País 3,6950
2023-03-07,Producto 3,País 2,142
2023-09-14,Producto 1,País 2,8372
2023-02-06,Producto 1,País 1,1439
2023-06-27,Producto 2,País 3,7218
2023-10-02,Producto 1,País 3,4731
2023-10-10,Producto 3,País 2,1685
2023-02-28,Producto 2,País 1,7737
2023-04-18,Producto 3,País 2,8207
2023-02-20,Producto 3,País 2,3675
2023-08-02,Producto 2,País 2,6048
2023-01-11,Producto 3,País 1,122
2023-12-27,Producto 3,País 2,9754
2023-11-09,Producto 1,País 1,5740
2023-07-14,Producto 2,País 3,649
2023-07-26,Producto 1,País 1,3535
2023-07-16,Producto 1,País 3,594
2023-12-07,Producto 1,País 1,3016
2023-08-19,Producto 1,País 1,8993
2023-12-02,Producto 2,País 1,4026
2023-12-01,Producto 3,País 3,7380
2023-06-01,Producto 1,País 3,2742
2023-07-21,Producto 3,País 1,1570
2023-05-23,Producto 1,País 2,3526
2023-03-09,Producto 3,País 2,9368
2023-01-14,Producto 1,País 1,9264
2023-08-12,Producto 2,País 3,6269
2023-11-14,Producto 1,País 3,6291
2023-05-21,Producto 1,País 3,9358
2023-04-21,Producto 3,País 3,1032
2023-01-25,Producto 1,País 1,3653
2023-08-15,Producto 1,País 1,1881
2023-04-22,Producto 3,País 3,7143
2023-11-03,Producto 2,País 3,9797
2023-01-06,Producto 1,País 3,9852
2023-09-27,Producto 2,País 2,2142
2023-05-14,Producto 1,País 3,800
2023-07-26,Producto 2,País 3,8433
2023-05-05,Producto 3,País 3,1234
2023-07-28,Producto 2,País 2,6308
2023-07-15,Producto 3,País 3,6684
2023-07-10,Producto 1,País 2,3233
2023-07-07,Producto 1,País 3,9368
2023-08-13,Producto 1,País 1,3072
2023-01-26,Producto 1,País 1,5156
2023-10-24,Producto 1,País 1,6368
2023-02-05,Producto 2,País 2,1653
2023-07-23,Producto 1,País 2,6336
2023-07-27,Producto 2,País 1,1616
2023-07-11,Producto 3,País 3,3780
2023-02-05,Producto 3,País 2,6852
2023-11-18,Producto 3,País 1,7890
2023-10-03,Producto 3,País 2,4281
2023-10-11,Producto 2,País 2,6325
2023-08-17,Producto 2,País 3,5598
2023-07-24,Producto 1,País 3,7127
2023-10-11,Producto 3,País 3,872
2023-02-02,Producto 1,País 1,2632
2023-07-04,Producto 3,País 2,5427
2023-10-14,Producto 3,País 3,1605
2023-02-28,Producto 3,País 1,6883
2023-04-05,Producto 1,País 3,5782
2023-02-10,Producto 2,País 2,3052
2023-06-11,Producto 3,País 2,5137
2023-01-04,Producto 3,País 2,179
2023-02-11,Producto 1,País 3,2051
2023-03-22,Producto 3,País 3,2317
2023-08-13,Producto 1,País 3,7769
2023-06-19,Producto 3,País 2,6283
2023-01-15,Producto 1,País 1,2196
2023-11-18,Producto 2,País 2,8907
2023-05-11,Producto 2,País 1,5253
2023-12-18,Producto 2,País 3,2621
2023-11-27,Producto 1,País 3,3219
2023-11-10,Producto 1,País 1,1257
2023-02-01,Producto 1,País 2,2082
2023-02-06,Producto 3,País 1,7196
2023-01-28,Producto 2,País 3,2596
2023-05-20,Producto 3,País 2,9475
2023-03-10,Producto 2,País 2,2919
2023-10-15,Producto 3,País 3,5814
2023-10-09,Producto 1,País 1,5436
2023-07-15,Producto 2,País 3,7235
2023-03-27,Producto 1,País 1,302
2023-04-10,Producto 1,País 1,2936
2023-06-04,Producto 1,País 2,9606
2023-10-05,Producto 2,País 3,8523
