Ciudad;Fecha;Temperatura;Latitud;Longitud
Londres;2021-7-7;16;51.5074;-0.1278
Londres;2021-7-8;19;51.5074;-0.1278
Londres;2021-7-9;21;51.5074;-0.1278
Londres;2021-7-10;18;51.5074;-0.1278
Londres;2021-7-11;18;51.5074;-0.1278
Londres;2021-7-12;19;51.5074;-0.1278
Londres;2021-7-13;16;51.5074;-0.1278
Londres;2021-7-14;22;51.5074;-0.1278
Londres;2021-7-15;19;51.5074;-0.1278
Londres;2021-7-16;21;51.5074;-0.1278
Londres;2021-7-17;22;51.5074;-0.1278
Londres;2021-7-18;15;51.5074;-0.1278
Londres;2021-7-19;18;51.5074;-0.1278
Londres;2021-7-20;21;51.5074;-0.1278
Londres;2021-7-21;15;51.5074;-0.1278
Londres;2021-7-22;19;51.5074;-0.1278
Londres;2021-7-23;15;51.5074;-0.1278
Londres;2021-7-24;17;51.5074;-0.1278
Londres;2021-7-25;17;51.5074;-0.1278
Londres;2021-7-26;21;51.5074;-0.1278
Londres;2021-7-27;15;51.5074;-0.1278
Londres;2021-7-28;20;51.5074;-0.1278
Londres;2021-7-29;19;51.5074;-0.1278
Londres;2021-7-30;17;51.5074;-0.1278
Londres;2021-7-31;17;51.5074;-0.1278
Londres;2021-8-1;19;51.5074;-0.1278
Londres;2021-8-2;19;51.5074;-0.1278
Londres;2021-8-3;20;51.5074;-0.1278
Londres;2021-8-4;14;51.5074;-0.1278
Londres;2021-8-5;19;51.5074;-0.1278
Londres;2021-8-6;21;51.5074;-0.1278
Londres;2021-8-7;19;51.5074;-0.1278
Londres;2021-8-8;17;51.5074;-0.1278
Londres;2021-8-9;17;51.5074;-0.1278
Londres;2021-8-10;14;51.5074;-0.1278
Londres;2021-8-11;18;51.5074;-0.1278
Londres;2021-8-12;14;51.5074;-0.1278
Londres;2021-8-13;21;51.5074;-0.1278
Londres;2021-8-14;18;51.5074;-0.1278
Londres;2021-8-15;21;51.5074;-0.1278
Londres;2021-8-16;14;51.5074;-0.1278
Londres;2021-8-17;14;51.5074;-0.1278
Londres;2021-8-18;14;51.5074;-0.1278
Londres;2021-8-19;16;51.5074;-0.1278
Londres;2021-8-20;18;51.5074;-0.1278
Londres;2021-8-21;19;51.5074;-0.1278
Londres;2021-8-22;19;51.5074;-0.1278
Londres;2021-8-23;19;51.5074;-0.1278
Londres;2021-8-24;15;51.5074;-0.1278
Londres;2021-8-25;21;51.5074;-0.1278
Londres;2021-8-26;18;51.5074;-0.1278
Londres;2021-8-27;21;51.5074;-0.1278
Londres;2021-8-28;20;51.5074;-0.1278
Londres;2021-8-29;14;51.5074;-0.1278
Londres;2021-8-30;21;51.5074;-0.1278
Londres;2021-8-31;18;51.5074;-0.1278
Londres;2021-9-1;12;51.5074;-0.1278
Londres;2021-9-2;15;51.5074;-0.1278
Londres;2021-9-3;19;51.5074;-0.1278
Londres;2021-9-4;15;51.5074;-0.1278
Londres;2021-9-5;12;51.5074;-0.1278
Londres;2021-9-6;17;51.5074;-0.1278
Londres;2021-9-7;19;51.5074;-0.1278
Londres;2021-9-8;13;51.5074;-0.1278
Londres;2021-9-9;17;51.5074;-0.1278
Londres;2021-9-10;15;51.5074;-0.1278
Londres;2021-9-11;17;51.5074;-0.1278
Londres;2021-9-12;17;51.5074;-0.1278
Londres;2021-9-13;19;51.5074;-0.1278
Londres;2021-9-14;12;51.5074;-0.1278
Londres;2021-9-15;19;51.5074;-0.1278
Londres;2021-9-16;16;51.5074;-0.1278
Londres;2021-9-17;15;51.5074;-0.1278
Londres;2021-9-18;16;51.5074;-0.1278
Londres;2021-9-19;13;51.5074;-0.1278
Londres;2021-9-20;15;51.5074;-0.1278
Londres;2021-9-21;13;51.5074;-0.1278
Londres;2021-9-22;14;51.5074;-0.1278
Londres;2021-9-23;18;51.5074;-0.1278
Londres;2021-9-24;19;51.5074;-0.1278
Londres;2021-9-25;17;51.5074;-0.1278
Londres;2021-9-26;17;51.5074;-0.1278
Londres;2021-9-27;14;51.5074;-0.1278
Londres;2021-9-28;18;51.5074;-0.1278
Londres;2021-9-29;12;51.5074;-0.1278
Londres;2021-9-30;13;51.5074;-0.1278
Londres;2021-10-1;13;51.5074;-0.1278
Londres;2021-10-2;12;51.5074;-0.1278
Londres;2021-10-3;12;51.5074;-0.1278
Londres;2021-10-4;9;51.5074;-0.1278
Londres;2021-10-5;12;51.5074;-0.1278
Londres;2021-10-6;9;51.5074;-0.1278
Londres;2021-10-7;13;51.5074;-0.1278
Londres;2021-10-8;12;51.5074;-0.1278
Londres;2021-10-9;9;51.5074;-0.1278
Londres;2021-10-10;9;51.5074;-0.1278
Londres;2021-10-11;10;51.5074;-0.1278
Londres;2021-10-12;11;51.5074;-0.1278
Londres;2021-10-13;11;51.5074;-0.1278
Londres;2021-10-14;11;51.5074;-0.1278
Londres;2021-10-15;13;51.5074;-0.1278
Londres;2021-10-16;14;51.5074;-0.1278
Londres;2021-10-17;12;51.5074;-0.1278
Londres;2021-10-18;14;51.5074;-0.1278
Londres;2021-10-19;9;51.5074;-0.1278
Londres;2021-10-20;13;51.5074;-0.1278
Londres;2021-10-21;12;51.5074;-0.1278
Londres;2021-10-22;12;51.5074;-0.1278
Londres;2021-10-23;13;51.5074;-0.1278
Londres;2021-10-24;13;51.5074;-0.1278
Londres;2021-10-25;14;51.5074;-0.1278
Londres;2021-10-26;10;51.5074;-0.1278
Londres;2021-10-27;13;51.5074;-0.1278
Londres;2021-10-28;14;51.5074;-0.1278
Londres;2021-10-29;10;51.5074;-0.1278
Londres;2021-10-30;13;51.5074;-0.1278
Londres;2021-10-31;11;51.5074;-0.1278
Londres;2021-11-1;10;51.5074;-0.1278
Londres;2021-11-2;9;51.5074;-0.1278
Londres;2021-11-3;9;51.5074;-0.1278
Londres;2021-11-4;6;51.5074;-0.1278
Londres;2021-11-5;10;51.5074;-0.1278
Londres;2021-11-6;7;51.5074;-0.1278
Londres;2021-11-7;6;51.5074;-0.1278
Londres;2021-11-8;9;51.5074;-0.1278
Londres;2021-11-9;5;51.5074;-0.1278
Londres;2021-11-10;7;51.5074;-0.1278
Londres;2021-11-11;9;51.5074;-0.1278
Londres;2021-11-12;6;51.5074;-0.1278
Londres;2021-11-13;10;51.5074;-0.1278
Londres;2021-11-14;10;51.5074;-0.1278
Londres;2021-11-15;10;51.5074;-0.1278
Londres;2021-11-16;10;51.5074;-0.1278
Londres;2021-11-17;8;51.5074;-0.1278
Londres;2021-11-18;5;51.5074;-0.1278
Londres;2021-11-19;8;51.5074;-0.1278
Londres;2021-11-20;6;51.5074;-0.1278
Londres;2021-11-21;6;51.5074;-0.1278
Londres;2021-11-22;10;51.5074;-0.1278
Londres;2021-11-23;9;51.5074;-0.1278
Londres;2021-11-24;6;51.5074;-0.1278
Londres;2021-11-25;6;51.5074;-0.1278
Londres;2021-11-26;9;51.5074;-0.1278
Londres;2021-11-27;7;51.5074;-0.1278
Londres;2021-11-28;11;51.5074;-0.1278
Londres;2021-11-29;5;51.5074;-0.1278
Londres;2021-11-30;8;51.5074;-0.1278
Londres;2021-12-1;6;51.5074;-0.1278
Londres;2021-12-2;4;51.5074;-0.1278
Londres;2021-12-3;3;51.5074;-0.1278
Londres;2021-12-4;8;51.5074;-0.1278
Londres;2021-12-5;7;51.5074;-0.1278
Londres;2021-12-6;5;51.5074;-0.1278
Londres;2021-12-7;8;51.5074;-0.1278
Londres;2021-12-8;4;51.5074;-0.1278
Londres;2021-12-9;4;51.5074;-0.1278
Londres;2021-12-10;5;51.5074;-0.1278
Londres;2021-12-11;8;51.5074;-0.1278
Londres;2021-12-12;7;51.5074;-0.1278
Londres;2021-12-13;7;51.5074;-0.1278
Londres;2021-12-14;8;51.5074;-0.1278
Londres;2021-12-15;6;51.5074;-0.1278
Londres;2021-12-16;3;51.5074;-0.1278
Londres;2021-12-17;7;51.5074;-0.1278
Londres;2021-12-18;5;51.5074;-0.1278
Londres;2021-12-19;7;51.5074;-0.1278
Londres;2021-12-20;3;51.5074;-0.1278
Londres;2021-12-21;4;51.5074;-0.1278
Londres;2021-12-22;6;51.5074;-0.1278
Londres;2021-12-23;7;51.5074;-0.1278
Londres;2021-12-24;8;51.5074;-0.1278
Londres;2021-12-25;4;51.5074;-0.1278
Londres;2021-12-26;5;51.5074;-0.1278
Londres;2021-12-27;4;51.5074;-0.1278
Londres;2021-12-28;4;51.5074;-0.1278
Londres;2021-12-29;5;51.5074;-0.1278
Londres;2021-12-30;8;51.5074;-0.1278
Londres;2021-12-31;4;51.5074;-0.1278
Londres;2022-1-1;7;51.5074;-0.1278
Londres;2022-1-2;7;51.5074;-0.1278
Londres;2022-1-3;5;51.5074;-0.1278
Londres;2022-1-4;8;51.5074;-0.1278
Londres;2022-1-5;7;51.5074;-0.1278
Londres;2022-1-6;5;51.5074;-0.1278
Londres;2022-1-7;4;51.5074;-0.1278
Londres;2022-1-8;6;51.5074;-0.1278
Londres;2022-1-9;4;51.5074;-0.1278
Londres;2022-1-10;6;51.5074;-0.1278
Londres;2022-1-11;4;51.5074;-0.1278
Londres;2022-1-12;5;51.5074;-0.1278
Londres;2022-1-13;6;51.5074;-0.1278
Londres;2022-1-14;8;51.5074;-0.1278
Londres;2022-1-15;5;51.5074;-0.1278
Londres;2022-1-16;8;51.5074;-0.1278
Londres;2022-1-17;6;51.5074;-0.1278
Londres;2022-1-18;4;51.5074;-0.1278
Londres;2022-1-19;7;51.5074;-0.1278
Londres;2022-1-20;4;51.5074;-0.1278
Londres;2022-1-21;3;51.5074;-0.1278
Londres;2022-1-22;3;51.5074;-0.1278
Londres;2022-1-23;5;51.5074;-0.1278
Londres;2022-1-24;6;51.5074;-0.1278
Londres;2022-1-25;4;51.5074;-0.1278
Londres;2022-1-26;6;51.5074;-0.1278
Londres;2022-1-27;3;51.5074;-0.1278
Londres;2022-1-28;5;51.5074;-0.1278
Londres;2022-1-29;5;51.5074;-0.1278
Londres;2022-1-30;5;51.5074;-0.1278
Londres;2022-1-31;6;51.5074;-0.1278
Londres;2022-2-1;5;51.5074;-0.1278
Londres;2022-2-2;3;51.5074;-0.1278
Londres;2022-2-3;8;51.5074;-0.1278
Londres;2022-2-4;5;51.5074;-0.1278
Londres;2022-2-5;3;51.5074;-0.1278
Londres;2022-2-6;5;51.5074;-0.1278
Londres;2022-2-7;4;51.5074;-0.1278
Londres;2022-2-8;8;51.5074;-0.1278
Londres;2022-2-9;7;51.5074;-0.1278
Londres;2022-2-10;7;51.5074;-0.1278
Londres;2022-2-11;4;51.5074;-0.1278
Londres;2022-2-12;7;51.5074;-0.1278
Londres;2022-2-13;7;51.5074;-0.1278
Londres;2022-2-14;7;51.5074;-0.1278
Londres;2022-2-15;3;51.5074;-0.1278
Londres;2022-2-16;4;51.5074;-0.1278
Londres;2022-2-17;8;51.5074;-0.1278
Londres;2022-2-18;3;51.5074;-0.1278
Londres;2022-2-19;6;51.5074;-0.1278
Londres;2022-2-20;4;51.5074;-0.1278
Londres;2022-2-21;5;51.5074;-0.1278
Londres;2022-2-22;5;51.5074;-0.1278
Londres;2022-2-23;6;51.5074;-0.1278
Londres;2022-2-24;6;51.5074;-0.1278
Londres;2022-2-25;6;51.5074;-0.1278
Londres;2022-2-26;6;51.5074;-0.1278
Londres;2022-2-27;7;51.5074;-0.1278
Londres;2022-2-28;4;51.5074;-0.1278
Londres;2022-3-1;7;51.5074;-0.1278
Londres;2022-3-2;10;51.5074;-0.1278
Londres;2022-3-3;11;51.5074;-0.1278
Londres;2022-3-4;6;51.5074;-0.1278
Londres;2022-3-5;11;51.5074;-0.1278
Londres;2022-3-6;10;51.5074;-0.1278
Londres;2022-3-7;4;51.5074;-0.1278
Londres;2022-3-8;7;51.5074;-0.1278
Londres;2022-3-9;6;51.5074;-0.1278
Londres;2022-3-10;10;51.5074;-0.1278
Londres;2022-3-11;6;51.5074;-0.1278
Londres;2022-3-12;6;51.5074;-0.1278
Londres;2022-3-13;7;51.5074;-0.1278
Londres;2022-3-14;11;51.5074;-0.1278
Londres;2022-3-15;7;51.5074;-0.1278
Londres;2022-3-16;10;51.5074;-0.1278
Londres;2022-3-17;10;51.5074;-0.1278
Londres;2022-3-18;8;51.5074;-0.1278
Londres;2022-3-19;11;51.5074;-0.1278
Londres;2022-3-20;5;51.5074;-0.1278
Londres;2022-3-21;9;51.5074;-0.1278
Londres;2022-3-22;10;51.5074;-0.1278
Londres;2022-3-23;6;51.5074;-0.1278
Londres;2022-3-24;8;51.5074;-0.1278
Londres;2022-3-25;4;51.5074;-0.1278
Londres;2022-3-26;9;51.5074;-0.1278
Londres;2022-3-27;9;51.5074;-0.1278
Londres;2022-3-28;11;51.5074;-0.1278
Londres;2022-3-29;10;51.5074;-0.1278
Londres;2022-3-30;9;51.5074;-0.1278
Londres;2022-3-31;5;51.5074;-0.1278
Londres;2022-4-1;9;51.5074;-0.1278
Londres;2022-4-2;11;51.5074;-0.1278
Londres;2022-4-3;12;51.5074;-0.1278
Londres;2022-4-4;13;51.5074;-0.1278
Londres;2022-4-5;7;51.5074;-0.1278
Londres;2022-4-6;10;51.5074;-0.1278
Londres;2022-4-7;7;51.5074;-0.1278
Londres;2022-4-8;10;51.5074;-0.1278
Londres;2022-4-9;9;51.5074;-0.1278
Londres;2022-4-10;12;51.5074;-0.1278
Londres;2022-4-11;13;51.5074;-0.1278
Londres;2022-4-12;13;51.5074;-0.1278
Londres;2022-4-13;6;51.5074;-0.1278
Londres;2022-4-14;11;51.5074;-0.1278
Londres;2022-4-15;11;51.5074;-0.1278
Londres;2022-4-16;7;51.5074;-0.1278
Londres;2022-4-17;11;51.5074;-0.1278
Londres;2022-4-18;11;51.5074;-0.1278
Londres;2022-4-19;13;51.5074;-0.1278
Londres;2022-4-20;7;51.5074;-0.1278
Londres;2022-4-21;10;51.5074;-0.1278
Londres;2022-4-22;11;51.5074;-0.1278
Londres;2022-4-23;7;51.5074;-0.1278
Londres;2022-4-24;11;51.5074;-0.1278
Londres;2022-4-25;8;51.5074;-0.1278
Londres;2022-4-26;11;51.5074;-0.1278
Londres;2022-4-27;8;51.5074;-0.1278
Londres;2022-4-28;13;51.5074;-0.1278
Londres;2022-4-29;7;51.5074;-0.1278
Londres;2022-4-30;9;51.5074;-0.1278
Londres;2022-5-1;16;51.5074;-0.1278
Londres;2022-5-2;9;51.5074;-0.1278
Londres;2022-5-3;9;51.5074;-0.1278
Londres;2022-5-4;16;51.5074;-0.1278
Londres;2022-5-5;10;51.5074;-0.1278
Londres;2022-5-6;12;51.5074;-0.1278
Londres;2022-5-7;14;51.5074;-0.1278
Londres;2022-5-8;13;51.5074;-0.1278
Londres;2022-5-9;13;51.5074;-0.1278
Londres;2022-5-10;11;51.5074;-0.1278
Londres;2022-5-11;15;51.5074;-0.1278
Londres;2022-5-12;10;51.5074;-0.1278
Londres;2022-5-13;16;51.5074;-0.1278
Londres;2022-5-14;13;51.5074;-0.1278
Londres;2022-5-15;10;51.5074;-0.1278
Londres;2022-5-16;9;51.5074;-0.1278
Londres;2022-5-17;15;51.5074;-0.1278
Londres;2022-5-18;14;51.5074;-0.1278
Londres;2022-5-19;10;51.5074;-0.1278
Londres;2022-5-20;16;51.5074;-0.1278
Londres;2022-5-21;12;51.5074;-0.1278
Londres;2022-5-22;14;51.5074;-0.1278
Londres;2022-5-23;11;51.5074;-0.1278
Londres;2022-5-24;14;51.5074;-0.1278
Londres;2022-5-25;13;51.5074;-0.1278
Londres;2022-5-26;13;51.5074;-0.1278
Londres;2022-5-27;13;51.5074;-0.1278
Londres;2022-5-28;10;51.5074;-0.1278
Londres;2022-5-29;10;51.5074;-0.1278
Londres;2022-5-30;13;51.5074;-0.1278
Londres;2022-5-31;13;51.5074;-0.1278
Londres;2022-6-1;18;51.5074;-0.1278
Londres;2022-6-2;18;51.5074;-0.1278
Londres;2022-6-3;14;51.5074;-0.1278
Londres;2022-6-4;18;51.5074;-0.1278
Londres;2022-6-5;18;51.5074;-0.1278
Londres;2022-6-6;19;51.5074;-0.1278
Londres;2022-6-7;17;51.5074;-0.1278
Londres;2022-6-8;12;51.5074;-0.1278
Londres;2022-6-9;17;51.5074;-0.1278
Londres;2022-6-10;12;51.5074;-0.1278
Londres;2022-6-11;13;51.5074;-0.1278
Londres;2022-6-12;20;51.5074;-0.1278
Londres;2022-6-13;13;51.5074;-0.1278
Londres;2022-6-14;14;51.5074;-0.1278
Londres;2022-6-15;13;51.5074;-0.1278
Londres;2022-6-16;16;51.5074;-0.1278
Londres;2022-6-17;20;51.5074;-0.1278
Londres;2022-6-18;20;51.5074;-0.1278
Londres;2022-6-19;20;51.5074;-0.1278
Londres;2022-6-20;18;51.5074;-0.1278
Londres;2022-6-21;16;51.5074;-0.1278
Londres;2022-6-22;18;51.5074;-0.1278
Londres;2022-6-23;20;51.5074;-0.1278
Londres;2022-6-24;12;51.5074;-0.1278
Londres;2022-6-25;12;51.5074;-0.1278
Londres;2022-6-26;14;51.5074;-0.1278
Londres;2022-6-27;19;51.5074;-0.1278
Londres;2022-6-28;13;51.5074;-0.1278
Londres;2022-6-29;13;51.5074;-0.1278
Londres;2022-6-30;16;51.5074;-0.1278
Londres;2022-7-1;14;51.5074;-0.1278
Londres;2022-7-2;20;51.5074;-0.1278
Londres;2022-7-3;22;51.5074;-0.1278
Londres;2022-7-4;15;51.5074;-0.1278
Londres;2022-7-5;18;51.5074;-0.1278
Londres;2022-7-6;22;51.5074;-0.1278
Londres;2022-7-7;20;51.5074;-0.1278
Londres;2022-7-8;16;51.5074;-0.1278
Londres;2022-7-9;20;51.5074;-0.1278
Londres;2022-7-10;17;51.5074;-0.1278
Londres;2022-7-11;18;51.5074;-0.1278
Londres;2022-7-12;22;51.5074;-0.1278
Londres;2022-7-13;19;51.5074;-0.1278
Londres;2022-7-14;14;51.5074;-0.1278
Londres;2022-7-15;21;51.5074;-0.1278
Londres;2022-7-16;20;51.5074;-0.1278
Londres;2022-7-17;14;51.5074;-0.1278
Londres;2022-7-18;16;51.5074;-0.1278
Londres;2022-7-19;21;51.5074;-0.1278
Londres;2022-7-20;15;51.5074;-0.1278
Londres;2022-7-21;20;51.5074;-0.1278
Londres;2022-7-22;22;51.5074;-0.1278
Londres;2022-7-23;16;51.5074;-0.1278
Londres;2022-7-24;22;51.5074;-0.1278
Londres;2022-7-25;21;51.5074;-0.1278
Londres;2022-7-26;22;51.5074;-0.1278
Londres;2022-7-27;22;51.5074;-0.1278
Londres;2022-7-28;20;51.5074;-0.1278
Londres;2022-7-29;19;51.5074;-0.1278
Londres;2022-7-30;21;51.5074;-0.1278
Londres;2022-7-31;14;51.5074;-0.1278
Londres;2022-8-1;20;51.5074;-0.1278
Londres;2022-8-2;18;51.5074;-0.1278
Londres;2022-8-3;15;51.5074;-0.1278
Londres;2022-8-4;14;51.5074;-0.1278
